"tournament","year","gender","match_num","date","winning_team","w_rank","losing_team","l_rank","score","duration","round","sub_round"
"FIVB smart St. Pete Grand Slam",2015,"W","60","Jun 15 - Jun 21","Marta Menegatti/Viktoria Orsi Toth Italy","4","Ilka Semmler Germany/Katrin Holtwick","15","21-16, 21-17","0:38","Winner's Bracket","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"W","61","Jun 15 - Jun 21","Juliana Felisberta/Maria Antonelli Brazil","3","Jennifer Fopma United States/Nicole Branagh","31, Q7","21-13, 21-17","0:23","Winner's Bracket","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"W","62","Jun 15 - Jun 21","Elsa Baquerizo Spain/Liliana Fernandez","9","Brooke Sweat/Lauren Fendrick United States","21","20-22, 21-17, 15-8","0:59","Winner's Bracket","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"W","63","Jun 15 - Jun 21","Britta Buthe Germany/Karla Borger","11","Fan Wang/Yuan Yue China","16","21-13, 24-22","0:44","Winner's Bracket","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"W","64","Jun 15 - Jun 21","Kira Walkenhorst Germany/Laura Ludwig","7","Larissa Franca/Talita Antunes Brazil","1","12-21, 23-21, 17-15","0:56","Winner's Bracket","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"W","65","Jun 15 - Jun 21","Agatha Bednarczuk/Barbara Seixas Brazil","2","Anouk Verge-Depre Switzerland/Isabelle Forrer","29, Q6","21-16, 21-11","0:38","Winner's Bracket","Round 3"
"FIVB smart St. Pete Grand Slam",2015,"W","66","Jun 15 - Jun 21","Fernanda Alves Brazil/Taiana Lima","5, Q1","Marta Menegatti/Viktoria Orsi Toth Italy","4","18-21, 21-10, 15-11","0:49","Winner's Bracket","Round 3"
"FIVB smart St. Pete Grand Slam",2015,"W","67","Jun 15 - Jun 21","Juliana Felisberta/Maria Antonelli Brazil","3","Elsa Baquerizo Spain/Liliana Fernandez","9","17-21, 23-21, 15-10","1:01","Winner's Bracket","Round 3"
"FIVB smart St. Pete Grand Slam",2015,"W","68","Jun 15 - Jun 21","Britta Buthe Germany/Karla Borger","11","Kira Walkenhorst Germany/Laura Ludwig","7","21-17, 21-16","0:44","Winner's Bracket","Round 3"
"FIVB smart St. Pete Grand Slam",2015,"W","69","Jun 15 - Jun 21","Agatha Bednarczuk/Barbara Seixas Brazil","2","Fernanda Alves Brazil/Taiana Lima","5, Q1","24-22, 21-19","0:53","Semifinals",
"FIVB smart St. Pete Grand Slam",2015,"W","70","Jun 15 - Jun 21","Juliana Felisberta/Maria Antonelli Brazil","3","Britta Buthe Germany/Karla Borger","11","21-14, 21-17","0:53","Semifinals",
"FIVB smart St. Pete Grand Slam",2015,"W","71","Jun 15 - Jun 21","Fernanda Alves Brazil/Taiana Lima","5, Q1","Britta Buthe Germany/Karla Borger","11","17-21, 21-19, 17-15","1:12","Bronze Medal",
"FIVB smart St. Pete Grand Slam",2015,"W","72","Jun 15 - Jun 21","Agatha Bednarczuk/Barbara Seixas Brazil","2","Juliana Felisberta/Maria Antonelli Brazil","3","23-21, 21-19","1:01","Gold Medal",
"FIVB smart St. Pete Grand Slam",2015,"M","2","Jun 15 - Jun 21","Casey Jennings United States/Jeremy Casebeer","Q17","Cameron Wheelan Canada/Michael Plantinga","Q16","21-15, 21-18","0:43","Qualifier Bracket","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","3","Jun 15 - Jun 21","Bruno de Paula/Hevaldo Moreira Brazil","Q9","Koichi Nishimura Japan/Yuya Ageba","Q24","21-17, 21-14","0:33","Qualifier Bracket","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","6","Jun 15 - Jun 21","Avery Drost/Will Montgomery United States","Q12","Adam Roberts United States/Hudson Bates","Q21","21-17, 21-17","0:46","Qualifier Bracket","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","7","Jun 15 - Jun 21","Christoph Dressler/Thomas Kunert Austria","Q13","Daneil Williams Trinidad and Tobago/Fabien Whitfield","Q20","21-18, 21-14","0:39","Qualifier Bracket","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","10","Jun 15 - Jun 21","Daniel Hupfer Austria/Julian Horl","Q14","Gregg Weaver England/Philip Smith","Q19","21-13, 17-21, 15-11","0:57","Qualifier Bracket","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","11","Jun 15 - Jun 21","Derek Olson United States/Trevor Crabb","32, Q11","Junki Hatabe/Katsuhiro Shiratori Japan","Q22","21-11, 20-22, 15-8","0:52","Qualifier Bracket","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","14","Jun 15 - Jun 21","Allison Cittadin Brazil/Gustavo ""Guto"" Carvalhaes","31, Q10","Ondrej Hromadko/Tomas Salava Czech Republic","Q23","21-13, 21-16","0:35","Qualifier Bracket","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","15","Jun 15 - Jun 21","Dries Koekelkoren/Tom van Walle Belgium","Q15","Henning Kjemperud/Jan Erik Moen Norway","Q18","21-19, 21-18","0:38","Qualifier Bracket","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","17","Jun 15 - Jun 21","John Mayer United States/Ryan Doherty","22, Q1","Casey Jennings United States/Jeremy Casebeer","Q17","26-24, 21-17","0:48","Qualifier Bracket","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","18","Jun 15 - Jun 21","Jonas Kissling/Mats Kovatsch Switzerland","30, Q8","Bruno de Paula/Hevaldo Moreira Brazil","Q9","23-21, 12-21, 15-10","0:52","Qualifier Bracket","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","19","Jun 15 - Jun 21","Geir Eithun/Iver Horrem Norway","28, Q5","Avery Drost/Will Montgomery United States","Q12","21-16, 21-10","0:41","Qualifier Bracket","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","20","Jun 15 - Jun 21","Eric Haddock/Roberto Rodriguez-Bertran Puerto Rico","27, Q4","Christoph Dressler/Thomas Kunert Austria","Q13","21-14, 21-18","0:37","Qualifier Bracket","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","21","Jun 15 - Jun 21","Sebastian Fuchs/Thomas Kaczmarek Germany","25, Q3","Daniel Hupfer Austria/Julian Horl","Q14","21-16, 21-18","0:43","Qualifier Bracket","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","22","Jun 15 - Jun 21","Derek Olson United States/Trevor Crabb","32, Q11","Alexander Huber/Robin Seidl Austria","Q6","21-15, 29-27","0:48","Qualifier Bracket","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","23","Jun 15 - Jun 21","Allison Cittadin Brazil/Gustavo ""Guto"" Carvalhaes","31, Q10","Daniel Dearing/Garrett May Canada","Q7","21-17, 21-23, 15-6","0:46","Qualifier Bracket","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","24","Jun 15 - Jun 21","Juan Virgen Mexico/Lombardo Ontiveros","24, Q2","Dries Koekelkoren/Tom van Walle Belgium","Q15","21-15, 21-15","0:35","Qualifier Bracket","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","1","Jun 15 - Jun 21","Grzegorz Fijalek/Mariusz Prudel Poland","1","Derek Olson United States/Trevor Crabb","32, Q11","21-17, 21-14","0:38","Pool A","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","2","Jun 15 - Jun 21","Bartosz Losiak Poland/Piotr Kantor","17","Sean Rosenthal/Stafford Slick United States","16","21-17, 21-11","0:38","Pool A","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","17","Jun 15 - Jun 21","Grzegorz Fijalek/Mariusz Prudel Poland","1","Bartosz Losiak Poland/Piotr Kantor","17","21-19, 21-14","0:36","Pool A","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","18","Jun 15 - Jun 21","Sean Rosenthal/Stafford Slick United States","16","Derek Olson United States/Trevor Crabb","32, Q11","21-12, 21-16","0:37","Pool A","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","33","Jun 15 - Jun 21","Grzegorz Fijalek/Mariusz Prudel Poland","1","Sean Rosenthal/Stafford Slick United States","16","21-16, 21-16","0:46","Pool A","Round 3"
"FIVB smart St. Pete Grand Slam",2015,"M","34","Jun 15 - Jun 21","Bartosz Losiak Poland/Piotr Kantor","17","Derek Olson United States/Trevor Crabb","32, Q11","21-13, 21-16","0:36","Pool A","Round 3"
"FIVB smart St. Pete Grand Slam",2015,"M","3","Jun 15 - Jun 21","Evandro Goncalves/Pedro Solberg Brazil","2","Allison Cittadin Brazil/Gustavo ""Guto"" Carvalhaes","31, Q10","21-14, 21-17","0:35","Pool B","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","4","Jun 15 - Jun 21","Alexander Walkenhorst/Stefan Windscheif Germany","15","Murat Giginoglu/Volkan Gogtepe Turkey","18","21-19, 21-17","0:42","Pool B","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","19","Jun 15 - Jun 21","Murat Giginoglu/Volkan Gogtepe Turkey","18","Evandro Goncalves/Pedro Solberg Brazil","2","21-19, 21-15","0:45","Pool B","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","20","Jun 15 - Jun 21","Allison Cittadin Brazil/Gustavo ""Guto"" Carvalhaes","31, Q10","Alexander Walkenhorst/Stefan Windscheif Germany","15","18-21, 21-17, 16-14","0:57","Pool B","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","35","Jun 15 - Jun 21","Alexander Walkenhorst/Stefan Windscheif Germany","15","Evandro Goncalves/Pedro Solberg Brazil","2","21-14, 21-16","0:38","Pool B","Round 3"
"FIVB smart St. Pete Grand Slam",2015,"M","36","Jun 15 - Jun 21","Murat Giginoglu/Volkan Gogtepe Turkey","18","Allison Cittadin Brazil/Gustavo ""Guto"" Carvalhaes","31, Q10","21-19, 19-21, 15-11","1:04","Pool B","Round 3"
"FIVB smart St. Pete Grand Slam",2015,"M","5","Jun 15 - Jun 21","Christiaan Varenhorst Netherlands/Reinder Nummerdor","3","Jonas Kissling/Mats Kovatsch Switzerland","30, Q8","21-14, 19-21, 15-8","0:51","Pool C","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","6","Jun 15 - Jun 21","John Hyden United States/Tri Bourne","14","Esteban Grimalt/Marco Grimalt Chile","19","21-15, 21-15","0:40","Pool C","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","21","Jun 15 - Jun 21","Christiaan Varenhorst Netherlands/Reinder Nummerdor","3","Esteban Grimalt/Marco Grimalt Chile","19","21-17, 21-23, 15-12","1:00","Pool C","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","22","Jun 15 - Jun 21","John Hyden United States/Tri Bourne","14","Jonas Kissling/Mats Kovatsch Switzerland","30, Q8","19-21, 21-11, 15-11","0:47","Pool C","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","37","Jun 15 - Jun 21","Christiaan Varenhorst Netherlands/Reinder Nummerdor","3","John Hyden United States/Tri Bourne","14","21-18, 21-18","0:47","Pool C","Round 3"
"FIVB smart St. Pete Grand Slam",2015,"M","38","Jun 15 - Jun 21","Esteban Grimalt/Marco Grimalt Chile","19","Jonas Kissling/Mats Kovatsch Switzerland","30, Q8","21-13, 21-19","0:37","Pool C","Round 3"
"FIVB smart St. Pete Grand Slam",2015,"M","7","Jun 15 - Jun 21","Jonathan Erdmann/Kay Matysik Germany","4","Ian Mehamed Argentina/Nicolas Capogrosso","29","21-15, 21-14","0:41","Pool D","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","8","Jun 15 - Jun 21","Christopher McHugh Australia/Isaac Kapa","20","Adrian Gavira/Pablo Herrera Spain","13","21-16, 21-18","0:39","Pool D","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","23","Jun 15 - Jun 21","Christopher McHugh Australia/Isaac Kapa","20","Jonathan Erdmann/Kay Matysik Germany","4","15-21, 21-19, 15-9","1:02","Pool D","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","24","Jun 15 - Jun 21","Adrian Gavira/Pablo Herrera Spain","13","Ian Mehamed Argentina/Nicolas Capogrosso","29","21-11, 21-11","0:30","Pool D","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","39","Jun 15 - Jun 21","Adrian Gavira/Pablo Herrera Spain","13","Jonathan Erdmann/Kay Matysik Germany","4","Forfeit or other",,"Pool D","Round 3"
"FIVB smart St. Pete Grand Slam",2015,"M","40","Jun 15 - Jun 21","Ian Mehamed Argentina/Nicolas Capogrosso","29","Christopher McHugh Australia/Isaac Kapa","20","19-21, 21-16, 18-16","0:59","Pool D","Round 3"
"FIVB smart St. Pete Grand Slam",2015,"M","9","Jun 15 - Jun 21","Emanuel Rego/Ricardo Santos Brazil","5","Geir Eithun/Iver Horrem Norway","28, Q5","21-15, 21-17","0:39","Pool E","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","10","Jun 15 - Jun 21","Daniele Lupo/Paolo Nicolai Italy","12","Lars Fluggen Germany/Markus Bockermann","21","24-22, 21-18","0:43","Pool E","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","25","Jun 15 - Jun 21","Emanuel Rego/Ricardo Santos Brazil","5","Lars Fluggen Germany/Markus Bockermann","21","21-19, 15-21, 15-8","0:56","Pool E","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","26","Jun 15 - Jun 21","Geir Eithun/Iver Horrem Norway","28, Q5","Daniele Lupo/Paolo Nicolai Italy","12","21-18, 23-21","0:52","Pool E","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","41","Jun 15 - Jun 21","Emanuel Rego/Ricardo Santos Brazil","5","Daniele Lupo/Paolo Nicolai Italy","12","18-21, 21-17, 15-13","0:53","Pool E","Round 3"
"FIVB smart St. Pete Grand Slam",2015,"M","42","Jun 15 - Jun 21","Lars Fluggen Germany/Markus Bockermann","21","Geir Eithun/Iver Horrem Norway","28, Q5","21-17, 20-22, 16-14","1:08","Pool E","Round 3"
"FIVB smart St. Pete Grand Slam",2015,"M","11","Jun 15 - Jun 21","Alison Cerutti/Bruno Oscar Schmidt Brazil","6","Eric Haddock/Roberto Rodriguez-Bertran Puerto Rico","27, Q4","21-17, 21-19","0:38","Pool F","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","12","Jun 15 - Jun 21","Edouard Rowlandson France/Youssef Krou","11","John Mayer United States/Ryan Doherty","22, Q1","17-21, 23-21, 15-10","0:58","Pool F","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","27","Jun 15 - Jun 21","Alison Cerutti/Bruno Oscar Schmidt Brazil","6","John Mayer United States/Ryan Doherty","22, Q1","24-22, 21-15","0:38","Pool F","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","28","Jun 15 - Jun 21","Edouard Rowlandson France/Youssef Krou","11","Eric Haddock/Roberto Rodriguez-Bertran Puerto Rico","27, Q4","17-21, 25-23, 15-11","0:58","Pool F","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","43","Jun 15 - Jun 21","Alison Cerutti/Bruno Oscar Schmidt Brazil","6","Edouard Rowlandson France/Youssef Krou","11","21-12, 21-16","0:43","Pool F","Round 3"
"FIVB smart St. Pete Grand Slam",2015,"M","44","Jun 15 - Jun 21","John Mayer United States/Ryan Doherty","22, Q1","Eric Haddock/Roberto Rodriguez-Bertran Puerto Rico","27, Q4","21-16, 15-21, 15-9","0:46","Pool F","Round 3"
"FIVB smart St. Pete Grand Slam",2015,"M","13","Jun 15 - Jun 21","Nick Lucena United States/Theo Brunner","26","Alexander Horst Austria/Clemens Doppler","7","21-17, 21-18","0:44","Pool G","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","14","Jun 15 - Jun 21","Ben Saxton/Chaim Schalk Canada","10","Mirco Gerson Switzerland/Philip Gabathuler","23","21-19, 21-19","0:42","Pool G","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","29","Jun 15 - Jun 21","Alexander Horst Austria/Clemens Doppler","7","Mirco Gerson Switzerland/Philip Gabathuler","23","21-17, 23-21","0:44","Pool G","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","30","Jun 15 - Jun 21","Nick Lucena United States/Theo Brunner","26","Ben Saxton/Chaim Schalk Canada","10","21-17, 21-14","0:36","Pool G","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","45","Jun 15 - Jun 21","Ben Saxton/Chaim Schalk Canada","10","Alexander Horst Austria/Clemens Doppler","7","22-20, 21-15","0:43","Pool G","Round 3"
"FIVB smart St. Pete Grand Slam",2015,"M","46","Jun 15 - Jun 21","Nick Lucena United States/Theo Brunner","26","Mirco Gerson Switzerland/Philip Gabathuler","23","Forfeit or other",,"Pool G","Round 3"
"FIVB smart St. Pete Grand Slam",2015,"M","15","Jun 15 - Jun 21","Casey Patterson United States/Jake Gibb","8","Sebastian Fuchs/Thomas Kaczmarek Germany","25, Q3","21-18, 21-15","0:45","Pool H","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","16","Jun 15 - Jun 21","Juan Virgen Mexico/Lombardo Ontiveros","24, Q2","Josh Binstock/Sam Schachter Canada","9","21-18, 22-24, 15-12","1:02","Pool H","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","31","Jun 15 - Jun 21","Casey Patterson United States/Jake Gibb","8","Juan Virgen Mexico/Lombardo Ontiveros","24, Q2","21-16, 21-19","0:36","Pool H","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","32","Jun 15 - Jun 21","Josh Binstock/Sam Schachter Canada","9","Sebastian Fuchs/Thomas Kaczmarek Germany","25, Q3","21-16, 21-15","0:42","Pool H","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","47","Jun 15 - Jun 21","Casey Patterson United States/Jake Gibb","8","Josh Binstock/Sam Schachter Canada","9","21-14, 21-16","0:35","Pool H","Round 3"
"FIVB smart St. Pete Grand Slam",2015,"M","48","Jun 15 - Jun 21","Juan Virgen Mexico/Lombardo Ontiveros","24, Q2","Sebastian Fuchs/Thomas Kaczmarek Germany","25, Q3","21-19, 21-17","0:42","Pool H","Round 3"
"FIVB smart St. Pete Grand Slam",2015,"M","49","Jun 15 - Jun 21","Juan Virgen/Lombardo Ontiveros Mexico","24, Q2","Jonathan Erdmann/Kay Matysik Germany","4","21-16, 16-21, 15-11","0:54","Winner's Bracket","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","50","Jun 15 - Jun 21","Ben Saxton Canada/Chaim Schalk","10","John Mayer United States/Ryan Doherty","22, Q1","18-21, 21-18, 15-8","0:46","Winner's Bracket","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","51","Jun 15 - Jun 21","Evandro Goncalves/Pedro Solberg Brazil","2","Bartosz Losiak/Piotr Kantor Poland","17","21-19, 21-19","0:43","Winner's Bracket","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","52","Jun 15 - Jun 21","Esteban Grimalt/Marco Grimalt Chile","19","Murat Giginoglu Turkey/Volkan Gogtepe","18","21-18, 14-21, 15-10","0:50","Winner's Bracket","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","53","Jun 15 - Jun 21","Geir Eithun Norway/Iver Horrem","28, Q5","Josh Binstock/Sam Schachter Canada","9","17-21, 25-23, 15-10","1:06","Winner's Bracket","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","54","Jun 15 - Jun 21","Adrian Gavira Spain/Pablo Herrera","13","Sean Rosenthal United States/Stafford Slick","16","22-24, 21-17, 15-11","1:01","Winner's Bracket","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","55","Jun 15 - Jun 21","Alexander Horst Austria/Clemens Doppler","7","John Hyden/Tri Bourne United States","14","23-21, 21-19","0:47","Winner's Bracket","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","56","Jun 15 - Jun 21","Daniele Lupo Italy/Paolo Nicolai","12","Edouard Rowlandson France/Youssef Krou","11","21-15, 21-15","0:40","Winner's Bracket","Round 1"
"FIVB smart St. Pete Grand Slam",2015,"M","57","Jun 15 - Jun 21","Juan Virgen/Lombardo Ontiveros Mexico","24, Q2","Grzegorz Fijalek/Mariusz Prudel Poland","1","16-21, 21-17, 15-13","0:58","Winner's Bracket","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","58","Jun 15 - Jun 21","Casey Patterson United States/Jake Gibb","8","Ben Saxton Canada/Chaim Schalk","10","21-16, 17-21, 15-9","0:49","Winner's Bracket","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","59","Jun 15 - Jun 21","Nick Lucena/Theo Brunner United States","26","Evandro Goncalves/Pedro Solberg Brazil","2","21-18, 21-18","0:39","Winner's Bracket","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","60","Jun 15 - Jun 21","Christopher McHugh Australia/Isaac Kapa","20","Esteban Grimalt/Marco Grimalt Chile","19","28-26, 18-21, 15-12","1:00","Winner's Bracket","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","61","Jun 15 - Jun 21","Christiaan Varenhorst Netherlands/Reinder Nummerdor","3","Geir Eithun Norway/Iver Horrem","28, Q5","21-16, 17-21, 15-11","0:59","Winner's Bracket","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","62","Jun 15 - Jun 21","Adrian Gavira Spain/Pablo Herrera","13","Emanuel Rego Brazil/Ricardo Santos","5","21-15, 21-18","0:41","Winner's Bracket","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","63","Jun 15 - Jun 21","Alexander Horst Austria/Clemens Doppler","7","Alison Cerutti/Bruno Oscar Schmidt Brazil","6","21-23, 21-19, 15-13","1:12","Winner's Bracket","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","64","Jun 15 - Jun 21","Daniele Lupo Italy/Paolo Nicolai","12","Alexander Walkenhorst/Stefan Windscheif Germany","15","21-19, 14-21, 15-12","0:52","Winner's Bracket","Round 2"
"FIVB smart St. Pete Grand Slam",2015,"M","65","Jun 15 - Jun 21","Casey Patterson United States/Jake Gibb","8","Juan Virgen/Lombardo Ontiveros Mexico","24, Q2","19-21, 21-17, 15-12","0:55","Winner's Bracket","Round 3"
"FIVB smart St. Pete Grand Slam",2015,"M","66","Jun 15 - Jun 21","Nick Lucena/Theo Brunner United States","26","Christopher McHugh Australia/Isaac Kapa","20","21-14, 21-18","0:32","Winner's Bracket","Round 3"
"FIVB smart St. Pete Grand Slam",2015,"M","67","Jun 15 - Jun 21","Christiaan Varenhorst Netherlands/Reinder Nummerdor","3","Adrian Gavira Spain/Pablo Herrera","13","17-21, 21-19, 16-14","0:55","Winner's Bracket","Round 3"
"FIVB smart St. Pete Grand Slam",2015,"M","68","Jun 15 - Jun 21","Alexander Horst Austria/Clemens Doppler","7","Daniele Lupo Italy/Paolo Nicolai","12","21-16, 14-21, 15-10","0:48","Winner's Bracket","Round 3"
"FIVB smart St. Pete Grand Slam",2015,"M","69","Jun 15 - Jun 21","Casey Patterson United States/Jake Gibb","8","Nick Lucena/Theo Brunner United States","26","22-20, 19-21, 16-14","1:11","Semifinals",
"FIVB smart St. Pete Grand Slam",2015,"M","70","Jun 15 - Jun 21","Christiaan Varenhorst Netherlands/Reinder Nummerdor","3","Alexander Horst Austria/Clemens Doppler","7","21-15, 16-21, 19-17","2:12","Semifinals",
